,level_0,index,Health Facility Code Short_x,Facility Name,Old Health Facility Names,Old Health Facility Name 2,Health Facility Type,Ownership Major Classification,Ownership Sub-Classification for Government facilities,Ownership Sub-Classification for private facilities,Street Name and #           ,Building name and #,Region Name,Region PSGC,Province Name,Province PSGC,City/Municipality Name,City/Municipality PSGC,Barangay Name,Barangay PSGC,Zip Code,Official Website,Hospital Licensing Status,Service Capability,Bed Capacity,target,lat,lon,Health Facility Code Short_y
1193,15302,347,4639,VICTORIANO LUNA MEDICAL CENTER,AFP MEDICAL CENTER,,Hospital,Government,Department of National Defense,,V. LUNA ROAD,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000,PINYAHAN,137404082,1008,,With License,Level 3,1200.0,1,14.6356249,121.0526898,123
1194,15303,348,4643,NEW BILIBID PRISON HOSPITAL,,,Hospital,Government,Philippine National Police,,NBP RESERVATION,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, FOURTH DISTRICT (Not a Province)",137600000,CITY OF MUNTINLUPA,137603000,POBLACION,137603005,,,With License,Level 1,500.0,1,14.381331,121.028048,54
1195,15309,354,4702,ALABANG MEDICAL CLINIC,,,Hospital,Private,,,297 T. MONTILLANO STREET,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, FOURTH DISTRICT (Not a Province)",137600000,CITY OF MUNTINLUPA,137603000,ALABANG,137603001,,,With License,Level 1,30.0,1,14.4192193,121.0500472,54
1196,15310,355,4706,ACEBEDO GENERAL HOSPITAL,,,Hospital,Private,,,"849 GEN. LUIS STREET, BAGBAGUIN",,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, THIRD DISTRICT (Not a Province)",137500000,CALOOCAN CITY,137501000,BARANGAY 175,137501175,,,With License,Level 1,16.0,1,14.7187229,121.0050807,31
1197,15311,356,4708,GAT ANDRES BONIFACIO MEMORIAL MEDICAL CENTER,,,Hospital,Government,Local Government Unit,,#8001 DELPAN STREET,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",133900000,TONDO I / II,133901000,BARANGAY  12,133901012,,,With License,Level 1,150.0,1,14.6009188,120.9648485,31
1199,15318,363,4799,SAN LAZARO HOSPITAL,,,Hospital,Government,Department Of Health,,QUIRICADA STREET,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",133900000,SANTA CRUZ,133905000,BARANGAY 331,133905033,,,With License,Level 3,500.0,1,14.613705,120.9809349,31
1200,15319,364,4803,STA. RITA DE BACLARAN HOSPITAL,,,Hospital,Private,,,97 G. CRUZ STREET,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, FOURTH DISTRICT (Not a Province)",137600000,CITY OF PARA?AQUE,137604000,BACLARAN,137604001,,,With License,Level 1,25.0,1,14.5300749,120.9959362,54
1201,15323,368,4927,EXCELLENT COMMUNITY CARE CENTER, , ,Hospital,Private, , ,141 ROOSEVELT AVE., ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000,PARAISO,137404078, , ,Without License,0,,1,14.6456566,121.0132937,123
1202,15328,373,5026,A. ZARATE GENERAL HOSPITAL,,,Hospital,Private,,,ATLAS COMPOUND NAGA ROAD,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, FOURTH DISTRICT (Not a Province)",137600000,CITY OF LAS PI?AS,137601000,PULANG LUPA DOS,137601016,,,With License,Level 1,17.0,1,14.4685359,120.980585,54
1203,15329,374,5032,UP-PHILIPPINE GENERAL HOSPITAL,,,Hospital,Government,University Hospital,,TAFT AVENUE,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",133900000,ERMITA,133908000,,,1000,www.pgh.gov.ph,With License,Level 3,1334.0,1,14.5774498,120.9857721,31
1204,15330,375,5050,NORTH CALOOCAN DOCTORS HOSPITAL,,,Hospital,Private,,,LOT 31 BLOCK 10 BANKERS VILLAGE 2 QUIRINO HI-WAY,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, THIRD DISTRICT (Not a Province)",137500000,CALOOCAN CITY,137501000,BARANGAY 184,137501184,,,With License,Level 1,29.0,1,14.766024,121.0847039,31
1205,15333,378,5081,MARTINEZ MEMORIAL HOSPITAL,,,Hospital,Private,,,198 A. MABINI STREET MAYPAJO,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, THIRD DISTRICT (Not a Province)",137500000,CALOOCAN CITY,137501000,BARANGAY  32,137501032,,,With License,Level 1,70.0,1,14.6384367,120.9757357,31
1206,15334,379,5084,SAN JUAN DE DIOS EDUCATIONAL FOUNDATION INC.,,,Hospital,Private,,,2772 ROXAS BOULEVARD,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, FOURTH DISTRICT (Not a Province)",137600000,PASAY CITY,137605000,BARANGAY  76,137605076,1300,,With License,Level 3,230.0,1,14.537906,120.992987,54
1207,15338,383,5104,THE MEDICAL CITY,,,Hospital,Private,,,ORTIGAS AVENUE,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,CITY OF PASIG,137403000,UGONG,137403029,,,With License,Level 3,522.0,1,14.5895499,121.0692782,123
1208,15339,384,5107,WORLD CITI MEDICAL CENTER,,,Hospital,Private,,,960 AURORA BOULEVARD,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000,BAGUMBUHAY,137404007,,,With License,Level 3,276.0,1,14.6272442,121.0633398,123
1209,15341,386,5126,STA. TERESITA GENERAL HOSPITAL,,,Hospital,Private,,,100 D. TUAZON STREET,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000,SANTA TERESITA,137404107,,,With License,Level 2,65.0,1,14.6247575,121.0024413,123
1210,15350,395,5205,"MARIKINA ST. VINCENT GENERAL HOSPITAL, INC.",ST. VINCENT HOSPITAL,,Hospital,Private,,,35 BAYAN-BAYANAN AVENUE,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,CITY OF MARIKINA,137402000,CONCEPCION UNO,137402003,,,With License,Level 2,90.0,1,14.650892,121.107633,123
1211,15357,402,5281,"THE FAMILY CLINIC, INC.", , ,Hospital,Private, , ,1474 MARIA CLARA STREET, ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",133900000,SAMPALOC,133906000, , , , ,With License,0,,1,14.5929932,120.9722863,31
1212,15360,405,5304,MANILA NAVAL HOSPITAL,,,Hospital,Government,Department of National Defense,,"NAVAL STATION, JOSE FRANCISCO",,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, FOURTH DISTRICT (Not a Province)",137600000,TAGUIG CITY,137607000,FORT BONIFACIO,137607020,,,With License,Level 1,85.0,1,14.5301095,121.0315087,54
1214,15377,422,5470,SDS MEDICAL CENTER,"SDS MEDICAL CENTER, INC.",,Hospital,Private,,,KATIPUNAN COR. PIO DEL PILAR,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,CITY OF MARIKINA,137402000,CONCEPCION DOS,137402012,,,With License,Level 1,22.0,1,14.639342,121.110041,123
1215,15379,424,5484,OUR LADY OF GRACE HOSPITAL INC.,,,Hospital,Private,,,"8TH AVENUE, CORNER F. ROXAS STREET GRACE PARK",,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, THIRD DISTRICT (Not a Province)",137500000,CALOOCAN CITY,137501000,BARANGAY  61,137501061,,,With License,Level 1,28.0,1,14.64893,120.981379,31
1216,15380,425,5521,BERNARDINO GENERAL HOSPITAL I,BERNARDINO GENERAL HOSPITAL CORPORATION I,,Hospital,Private,,,680 QUIRINO HIGHWAY,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000,SAN BARTOLOME,137404097,1116,,With License,Level 2,80.0,1,14.7004428,121.0349725,123
1217,15385,430,5683,U.E.R.M. MEMORIAL HOSPITAL,UNIVERSITY OF THE EAST RAMON MAGSAYSAY MEMORIAL MEDICAL CENTER INC.,,Hospital,Private,,,"AURORA BOULEVARD, DONA IMELDA",,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000,DOÑA IMELDA,137404031,,uerm.edu.ph,With License,Level 3,307.0,1,14.6069139,121.0203692,123
1218,15386,431,5687,SEAMEN'S HOSPITAL,,,Hospital,Private,,,CABILDO STREET CORNER SAN JOSE STREET,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",133900000,INTRAMUROS,133909000,BARANGAY 657,133909004,1000,,With License,Level 3,100.0,1,14.587556,120.977748,31
1219,15387,432,5688,MANDALUYONG CITY MEDICAL CENTER,MANDALUYONG MEDICAL CENTER,,Hospital,Government,Local Government Unit,,605 BONI AVENUE,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,CITY OF MANDALUYONG,137401000,PLAINVIEW,137401022,,,With License,Level 2,150.0,1,14.5762966,121.0352591,123
1220,15389,434,5710,LAS PIÑAS CITY MEDICAL CENTER,,,Hospital,Private,,,1314 MARCOS ALVAREZ AVENUE,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, FOURTH DISTRICT (Not a Province)",137600000,CITY OF LAS PI?AS,137601000,TALON SINGKO,137601020,,,With License,Level 2,66.0,1,14.4297941,121.0034361,54
1221,15390,435,5738,MCU-FDT MEDICAL FOUNDATION HOSPITAL,,,Hospital,Private,,,"SAMSON ROAD, EDSA",,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, THIRD DISTRICT (Not a Province)",137500000,CALOOCAN CITY,137501000,BARANGAY  81,137501081,,,With License,Level 3,215.0,1,14.6576209,120.9871392,31
1222,15392,437,5830,OSPITAL NG MAKATI,,,Hospital,Government,Local Government Unit,,SAMPAGUITA STREET CORNER GUMAMELA STREET,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, FOURTH DISTRICT (Not a Province)",137600000,CITY OF MAKATI,137602000,PEMBO,137602016,,,With License,Level 3,300.0,1,14.5465028,121.0617574,54
1223,15396,441,6013,"FATIMA UNIVERSITY MEDICAL CENTER, CORP.",,,Hospital,Private,,,120 MC ARTHUR HIGHWAY,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, THIRD DISTRICT (Not a Province)",137500000,CITY OF VALENZUELA,137504000,HEN. T. DE LEON,137504011,,,With License,Level 3,150.0,1,14.6780548,120.9802868,31
1224,15397,442,6028,LUNG CENTER OF THE PHILIPPINES,,,Hospital,Government,Department Of Health,,QUEZON AVENUE EXTENSION,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000,CENTRAL,137404020,,,With License,Level 3,210.0,1,14.6476142,121.0458408,123
1225,15398,443,6030,MARIA LOURDES MATERNITY HOSPITAL INC.,MARIA LOURDES MATERNITY HOSPITAL,,Hospital,Private,,,1076 CHINO ROCES AVENUE CORNER SOLCHUAGA,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, FOURTH DISTRICT (Not a Province)",137600000,CITY OF MAKATI,137602000,TEJEROS,137602029,1204,,With License,Level 1,20.0,1,14.570425,121.014786,54
1226,15399,444,6034,"ADVENTIST MEDICAL CENTER, INC.",MANILA SANITARIUM HOSPITAL,"MANILA ADVENTIST MEDICAL CENTER AND COLLEGES, INC.",Hospital,Private,,,1975 DONADA STREET,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, FOURTH DISTRICT (Not a Province)",137600000,PASAY CITY,137605000,BARANGAY  35,137605035,1300,,With License,Level 3,150.0,1,14.5557606,120.9954585,54
1227,15400,445,6037,MARY JOHNSTON HOSPITAL,,,Hospital,Private,,,1221 JUAN NOLASCO STREET,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",133900000,TONDO I / II,133901000,,,1012,,With License,Level 3,120.0,1,14.608999,120.966283,31
1228,15401,446,6046,NATIONAL CHILDREN’S HOSPITAL,,,Hospital,Government,Department Of Health,,226 E. RODRIGUEZ SR. BOULEVARD,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000,DAMAYANG LAGI,137404028,,,With License,Level 3,250.0,1,14.6204405,121.0208118,123
1231,15404,449,6092,UP HEALTH SERVICES,UNIVERSITY HEALTH SERVICES,,Hospital,Government,University Hospital,,"J.P. LAUREL AVENUE CORNER APACIBLE & AGONCILLO STREET, UP CAMPUS",,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000,U.P. CAMPUS,137404124,,,With License,Level 1,50.0,1,14.65984,121.071133,123
1232,15420,465,6502,NODADO GENERAL HOSPITAL,,,Hospital,Private,,,"CAPTAIN SAMANO STREET AREA A, CAMARIN",,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, THIRD DISTRICT (Not a Province)",137500000,CALOOCAN CITY,137501000,BARANGAY 175,137501175,,,With License,Level 1,40.0,1,14.763405,121.0441189,31
1234,15423,468,6584,NEWMAN HOMECARE AND REHAB CENTER INC, , ,Hospital,Private, , ,"37 FAIRLANE STREET, CORNER CORONEL STREET", ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000, , , , ,Without License,0,,1,14.702895,121.06574,123
1235,15424,469,6596,TONDO MEDICAL CENTER,,,Hospital,Government,Department Of Health,,KALAKAL STREET,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",133900000,TONDO I / II,133901000,BARANGAY 126,133901126,1012,,With License,Level 3,200.0,1,14.6348574,120.9630594,31
1236,15426,471,6711,F.Y. MANALO MEDICAL FOUNDATION INC.- NEW ERA GENERAL HOSPITAL,NEW ERA GENERAL HOSPITAL,,Hospital,Private,,,"DON MARIANO MARCOS, COMMONWEALTH AVE. COR TANDANG SORA",,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000,NEW ERA (CONSTITUTION HILLS),137404023,,,With License,Level 1,100.0,1,14.6641226,121.0667406,123
1237,15429,474,6888,OSPITAL NG TONDO,,,Hospital,Government,Local Government Unit,,JOSE ABAD SANTOS AVENUE,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",133900000,TONDO I / II,133901000,BARANGAY 215,133901216,1012,,With License,Level 1,50.0,1,14.625964,120.978381,31
1238,15430,475,6896,SUNSHINE.COM.INC, , ,Hospital,Private, , ,95 4TH STREET NEW MANILA, ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000, , , , ,Without License,0,,1,14.615234,121.033541,123
1239,15441,486,7064,SAN LORENZO RUIZ WOMEN'S HOSPITAL,,,Hospital,Government,Department Of Health,,"ROSITA SUBDIVISION, O. REYES STREET",,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, THIRD DISTRICT (Not a Province)",137500000,CITY OF MALABON,137502000,SANTOLAN,137502017,1478,,With License,Level 1,10.0,1,14.6711066,120.9514631,31
1240,15442,487,7081,"J.P. SIOSON GENERAL HOSPITAL AND COLLEGES, INC",,,Hospital,Private,,,"75 BUKIDNON STREET, BAGO BANTAY",,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000,RAMON MAGSAYSAY,137404089,,,With License,Level 1,40.0,1,14.6597663,121.0251816,123
1241,15505,550,7359,NATIONAL CENTER FOR MENTAL HEALTH,,,Hospital,Government,Department Of Health,,9 DE PEBRERO STREET,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,CITY OF MANDALUYONG,137401000,MAUWAY,137401017,,,With License,Level 3,4200.0,1,14.5810127,121.0429164,123
1242,15508,553,7497,ALABANG MEDICAL CLINIC - MUNTINLUPA BRANCH,,,Hospital,Private,,,NUMBER 1 NATIONAL ROAD,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, FOURTH DISTRICT (Not a Province)",137600000,CITY OF MUNTINLUPA,137603000,PUTATAN,137603006,,,With License,Level 1,25.0,1,14.3910711,121.0442814,54
1243,15509,554,7506,DIVINE MERCY THE HOME THAT CARES INC, , ,Hospital,Private, , ,515 KATARUNGAN STREET, ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,CITY OF MANDALUYONG,137401000,PLAINVIEW,137401022, , ,Without License,0,,1,14.5835894,121.0282186,123
1244,15510,555,7507,GARCIA GENERAL HOSPITAL,,,Hospital,Private,,,"49 BAYAN-BAYANAN AVENUE, MARIKINA HEIGHTS",,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,CITY OF MARIKINA,137402000,MARIKINA HEIGHTS (CONCEPCION),137402013,,,With License,Level 1,24.0,1,14.6488776,121.1134036,123
1245,15511,556,7515,NOVALICHES DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,QUIRINO HIGHWAY,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000,SAN BARTOLOME,137404097,,,With License,Level 1,30.0,1,14.700472,121.034431,123
1246,15512,557,7516,NOVALICHES GENERAL HOSPITAL,,,Hospital,Private,,,793 QUIRINO HIGHWAY,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000,GULOD,137404043,,,With License,Level 2,100.0,1,14.7095039,121.0390092,123
1247,15513,558,7520,QUIRINO MEMORIAL MEDICAL CENTER,,,Hospital,Government,Department Of Health,,"J. P. RIZAL CORNER P. TUAZON STREET, PROJECT 4, KATIPUNAN",,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000,MARILAG,137404062,,,With License,Level 3,460.0,1,14.6222558,121.0728482,123
1248,15514,559,7524,STA. MONICA GENERAL HOSPITAL, , ,Hospital,Private, , ,138 A. BONIFACIO AVENUE, ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,CITY OF MARIKINA,137402000,TAÑONG,137402011, , ,Without License,0,,1,14.6339248,121.0861426,123
1249,15523,568,7979,FULL HOUSE CUSTODIAL CARE CENTER, , ,Hospital,Private, , ,150 K-6TH STREET, ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000,EAST KAMIAS,137404036, , ,Without License,0,,1,14.6342702,121.059739,123
1251,15525,570,7983,"DHC HOMECARE CLINIC, INC.", , ,Hospital,Private, , ,404 CALBAYOG, ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,CITY OF MANDALUYONG,137401000,HIGHWAY HILLS,137401013, , ,Without License,0,,1,14.5794443,121.0359174,123
1252,15526,571,7984,"DIVINE MERCY THE HOME THAT CARES, INC-BONI", , ,Hospital,Private, , ,453 BONI AVENUE, ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,CITY OF MANDALUYONG,137401000,NEW ZAÑIGA,137401019, , ,Without License,0,,1,14.5835894,121.0282186,123
1253,15527,572,7985,THE MASTER'S TOUCH PSYCHIATRIC CUSTODIAL CARE FACILITY, , ,Hospital,Private, , ,438 CALBAYOG STREET, ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,CITY OF MANDALUYONG,137401000,HIGHWAY HILLS,137401013, , ,Without License,0,,1,14.639413,121.0982398,123
1254,15528,573,7986,HOLYLIFE HOSPITAL,HOLYLIFE HEALTHCARE CENTER,,Hospital,Private,,,"LOT 2 BLOCK 4 PRES. QUEZON AVE., LIFE HOMES SUBDV.",,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,CITY OF PASIG,137403000,ROSARIO,137403017,,,With License,Level 1,7.0,1,14.5920282,121.0954436,123
1255,15529,574,7987,ST. LUKE'S MEDICAL CENTER-GLOBAL CITY,,,Hospital,Private,,,"BLOCK 16 LOT 18, CRESCENT PARK, RIZAL DRIVE, CORNER 32ND STREET BONIFACIO GLOBAL CITY",,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, FOURTH DISTRICT (Not a Province)",137600000,TAGUIG CITY,137607000,FORT BONIFACIO,137607020,,,With License,Level 2,528.0,1,14.554936,121.0482191,54
1257,15531,576,7994,"ESTRELLAS NEX CARE, CO.", , ,Hospital,Private, , ,175 KAMIAS ROAD QUIRINO, ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000, , , , ,Without License,0,,1,14.6353537,121.0615428,123
1258,15556,601,9011,CARLOS CLINIC, , ,Hospital,Private, , ,85 PALASAN STREET, ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, THIRD DISTRICT (Not a Province)",137500000,CITY OF VALENZUELA,137504000,PALASAN,137504021, , ,Without License,0,,1,14.6808882,120.9856694,31
1259,15563,608,10850,FRANCO CLINIC, , ,Hospital,Private, , ,LETRE ROAD, ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, THIRD DISTRICT (Not a Province)",137500000,CITY OF MALABON,137502000,TONSUYA,137502020,1473, ,Without License,0,,1,14.659776,120.959065,31
1260,15568,613,11655,MERALCO CORPORATE WELLNESS CENTER,JOHN F. COTTON HOSPITAL (CENTER FOR CORP. WELLNESS), ,Hospital,Private, , ,"MERALCO COMPOUND, ORTIGAS AVE.", ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,CITY OF PASIG,137403000, , , , ,Without License,0,,1,14.5899199,121.0647935,123
1261,15581,626,12505,OUR LADY OF LOURDES HOSPITAL INC.,,,Hospital,Private,,,"46 P. SANCHEZ STREET, SANTA MESA",,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",133900000,CITY OF MANILA,133900000,,,,,With License,Level 3,230.0,1,14.5949547,121.0225571,31
1262,15587,632,12605,PASIG MEDICAL & MATERNITY HOSPITAL FOUNDATION INC., , ,Hospital,Private, , ,101 LONDON STREET GREENPARK VILLAGE, ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,CITY OF PASIG,137403000,MANGGAHAN,137403011,1600, ,Without License,0,,1,14.6006858,121.0920941,123
1263,15588,633,12776,PRESIDENTIAL SECURITY GROUP STATION HOSPITAL, , ,Hospital,Government,Office of the President, ,MALACAÑANG PARK, ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",133900000,CITY OF MANILA,133900000, , ,1005, ,Without License,0,,1,14.5936868,121.0006733,31
1265,15597,642,13518,"ST. ANTHONY MEDICAL CENTER OF MARIKINA, INC.",ST. JOHN THE BAPTIST HOSPITAL OF MARIKINA,,Hospital,Private,,,32 SANTA ANA EXTENSION COR. BETELNUT STREET,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,CITY OF MARIKINA,137402000,SAN ROQUE,137402008,,,With License,Level 2,34.0,1,14.6244715,121.1028413,123
1266,15598,643,13521,ST. JOHN'S HOSPITAL, , ,Hospital,Private, , , , ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, THIRD DISTRICT (Not a Province)",137500000,CITY OF VALENZUELA,137504000,MALINTA,137504017, , ,Without License,0,,1,14.693358,120.965882,31
1267,15600,645,13668,STO. NIÑO DE CEBU MATERNITY HOSPITAL, , ,Hospital,Private, , ,SUCAT ROAD, ,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, FOURTH DISTRICT (Not a Province)",137600000,CITY OF PARA?AQUE,137604000,SAN ANTONIO,137604012, , ,Without License,0,,1,14.4668458,121.0154396,54
1268,15609,654,22594,JUSTICE JOSE ABAD SANTOS GENERAL HOSPITAL,JUSTICE JOSE ABAD SANTOS MOTHER AND CHILD HOSPITAL,,Hospital,Government,Local Government Unit,,NUMANCIA STREET,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",133900000,BINONDO,133902000,,,,,With License,Level 1,150.0,1,14.5975621,120.9719335,31
1269,15610,655,22598,STA. ANA HOSPITAL,,,Hospital,Government,Local Government Unit,,NEW PANADEROS STREET,,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",133900000,SANTA ANA,133914000,BARANGAY 886,133914079,,,With License,Level 2,300.0,1,14.5836328,121.0164213,31
1272,15633,678,23752,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,,,Hospital,Private,,,"LOT 3 AND 4, BLK. 3 NEOPOLITAN BUSINESS PARK, REGALADO HIGHWAY",,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,QUEZON CITY,137404000,PASONG PUTIK PROPER (PASONG PUTIK),137404079,1118,WWW.CHMC.PH,With License,Level 2,148.0,1,14.7313248,121.0606761,123
1273,15634,679,23753,ST. CHRISTIANA MATERNITY HOSPITAL,,,Hospital,Private,,,"3338 MAGSAYSAY AVE., KARANGALAN VILLAGE",,NATIONAL CAPITAL REGION (NCR),130000000,"NCR, SECOND DISTRICT (Not a Province)",137400000,CITY OF PASIG,137403000,MANGGAHAN,137403011,1611,,With License,Level 1,10.0,1,14.6039035,121.102859,123
